factory,model,year,city,mileage,price
shacman,sx32586w385с,2022,екатеринбург,60000,7419000
sitrak,zz3316v466me,2022,кемерово,155655,6070000
jac,n,2023,набережные челны,6508,9531000
sitrak,zz3316v306me,2022,казань,96192,8300000
shacman,sx42586w385c,2022,якутск,78920,6400000
shacman,sx42584v385,2021,усть-кут,96813,6175000
mercedes-benz,arocs,2021,усть-кут,124052,17075000
faw,ca3250p66k24t1e5,2022,балашиха,78610,4825000
камаз,45143-42,2017,барнаул,175967,4080000
mercedes-benz,actros,2019,москва,493289,9330000
mercedes-benz,actros,2022,артем,298624,13800000
shacman,sx32586v384,2022,москва,50000,5575680
howo,zz3317v386ge1,2023,красноярск,40520,4450406
shacman,sx32586t384,2021,красноярск,99999,3583872
faw,ca3250p66k2t1e5,2022,красноярск,6555,5121326
jac,n,2022,санкт-петербург,120000,4765824
shacman,sx3258dr384,2021,санкт-петербург,148000,4151347
shacman,sx32586t384c,2022,санкт-петербург,100000,3776440
shacman,sx32586t384c,2022,санкт-петербург,50000,4421495
shacman,sx3258dr384,2021,санкт-петербург,100000,3944281
howo,zz3257v384ge1,2023,уфа,55000,8018000
howo,zz3407s3867е,2022,санкт-петербург,150000,5207425
man,tgx,2019,улан-удэ,100000,6748417
shacman,sx33186t366,2021,нижний новгород,153915,5797000
howo,zz3317v386ge1,2022,пермь,86500,7677000
howo,zz3407s3867e,2021,пермь,130000,6046000
shacman,sx32586w385с,2023,пермь,20370,7779000
маз,6312е8-8529-012,2020,сыктывкар,10735,7385000
shacman,sx331863366,2022,санкт-петербург,100000,5600000
камаз,6520-53,2019,санкт-петербург,60000,1956222
камаз,65222-53,2020,новосибирск,98679,3335099
howo,zz3407s3867е,2022,дзержинск,,5718528
shacman,sx33186t366,2020,новокузнецк,100000,2836000
shacman,sx33186t366,2020,новокузнецк,100000,4440000
mercedes-benz,arocs,2020,новокузнецк,300000,6884167
камаз,6520-53,2020,москва,74234,2673430
shacman,sx3258dr384,2020,якутск,1,3714564
faw,ca3250p66k2t1e5,2022,якутск,,4794163
sitrak,zz3256v384me,2022,уфа,52756,7345152
shacman,sx33186t366,2020,якутск,99023,4833146
shacman,sx33186t366,2020,якутск,134308,3063720
камаз,65224-53,2017,якутск,1,2567612
камаз,65224-53,2017,якутск,1,2567612
hino,700,2017,иркутск,195000,3788881
mercedes-benz,actros,2022,краснодар,120000,10720000
hongyan,cq3406hv39,2021,казань,118857,4633000
jac,n350,2021,казань,116967,3443000
hongyan,cq3406hv39,2022,ростов-на-дону,50000,2212050
shacman,sx42584v324,2022,иркутск,117000,6359040
shacman,sx32586w384c,2023,уфа,21416,7691000
sitrak,с7н,2023,киров,50000,5676000
камаз,65222-53,2020,новосибирск,99000,3362715
камаз,65222-53,2020,новосибирск,107810,3236004
камаз,6522-rt,2020,новосибирск,111374,3246564
камаз,6522-rt,2020,новосибирск,90293,3394393
shacman,sx3318dt366,2021,новокузнецк,73132,5016453
shacman,sx3318dt366,2021,новокузнецк,68521,5016453
shacman,sx33186v366,2021,новокузнецк,55355,5066219
shacman,sx3318dt366,2020,иркутск,140000,4432896
shacman,sx32586t384,2022,красноярск,89052,5679176
маз,6430с9-520-020,2019,хабаровск,99999,3835625
shacman,sx33186v366,2022,хабаровск,124566,3215000
shacman,sx33186t366c,2022,хабаровск,10000,4174848
shacman,sx33186t366c,2022,хабаровск,10000,4186000
sitrak,zz3316v306me,2022,красноярск,11441,10027929
shacman,sx42586w385c,2023,хабаровск,10294,8663040
урал,5557-4551-80е5,2017,уфа,25515,6949250
shacman,sx3258dt385,2022,сургут,79619,6094725
shacman,sx3258dt385,2022,сургут,70000,5349888
shacman,sx42586v385,2022,якутск,80687,6772800
shacman,sx33186v366,2022,хабаровск,82897,5806080
faw,ca3250p66k2t1e5,2023,комсомольск-на-амуре,10361,10336000
shacman,sx33186t366,2020,артем,99999,2991000
камаз,43118-50,2022,пермь,80000,5151000
faw,ca3310p66k24t4e5,2022,уфа,77199,5401500
howo,zz3317v386ge1,2022,казань,80000,7598000
shacman,sx331863366,2022,новосибирск,93977,6873600
камаз,65801-т5,2021,уфа,53470,6227250
faw,ca3250p66k2t1e5,2021,якутск,123412,4521525
faw,ca3250p66k2t1e5,2021,якутск,1,4483620
faw,ca3250p66k2t1e5,2021,якутск,1,4521525
faw,ca3250p66k2t1e5,2021,якутск,1,4483620
faw,ca3250p66k2t1e5,2021,якутск,1,4642460
faw,ca3310p66k24t4e5,2021,якутск,1,4642460
камаз,6520-43,2017,москва,100000,2195783
shacman,sx331863366,2022,новокузнецк,70952,6530880
daf,xf,2016,артем,940000,5904000
faw,ca3250p66k24t1e5,2022,артем,70000,5176000
shacman,sx32586v384,2023,комсомольск-на-амуре,35405,6907392
shacman,sx33186t366c,2022,набережные челны,1,5662000
shacman,sx33186t366,2022,новокузнецк,9754,2132582
shacman,sx331863366,2022,уфа,70870,6624000
shacman,sx331863366,2023,екатеринбург,40000,7608000
faw,ca3250p66k24l1te5,2022,сургут,80000,5862000
mitsubishi,fuso,2022,екатеринбург,246566,4347000
shacman,sx3258dv385,2022,сургут,100000,5044000
faw,ca3310p66k24t4e5,2022,чита,54454,5795000
shacman,sx33186w366c,2023,набережные челны,1,4203000
shacman,sx331863366,2022,москва,55000,7280640
isuzu,npr75ll,2018,казань,1,3088000
faw,ca3310p66k24t4e5,2022,чита,71873,5462500
маз,650128-8520-000,2020,екатеринбург,150000,2933000
jac,n120,2023,екатеринбург,100000,4800000
камаз,43082-h5,2023,екатеринбург,150000,4415000
volvo,fm,2012,уфа,780371,3764828
shacman,sx33186v366,2022,новосибирск,92860,6796800
shacman,sx331863366,2022,набережные челны,66856,6454000
shacman,sx32586t384,2022,тюмень,49629,5527000
scania,g,2019,набережные челны,38862,7863000
shacman,sx32586w385с,2022,норильск,21832,4253000
faw,ca3310p66k24t4e5,2021,набережные челны,100000,3288000
камаз,43118-46(e4),2016,короча,,2025000
shacman,sx42584v324,2022,екатеринбург,213271,5340000
sitrak,zz4186v391he,2023,новосибирск,51527,7417000
scania,p,2015,воронеж,1,3752000
камаз,65801-т5,2021,казань,1,5057881
shacman,sx42586v385,2023,благовещенск,1,6182000
урал,5557-1151-60,2021,хабаровск,83333,6452875
shacman,sx42586w385c,2022,якутск,66666,6397000
камаз,6520-53,2021,чита,100000,2270000
volvo,fh,2022,хабаровск,139002,19840000
shacman,sx42586w385c,2022,якутск,111,6600000
jac,n90,2023,чита,76892,4609000
howo,zz3317v386ge1,2022,самара,282955,5815000
shacman,sx32586t384c,2022,артем,99999,5848320
shacman,sx331863366,2022,благовещенск,111,7320000
shacman,sx33186w366c,2022,якутск,41052,7075000
sitrak,c7h,2022,москва,100000,3821875
камаз,5490-s5,2018,ставрополь,100000,2075443
shacman,sx33186w366c,2022,якутск,34651,7080000
howo,zz3407s3867e,2022,уфа,130000,4580000
howo,zz3407s3867e,2022,уфа,130000,4620000
газ,c41r13,2022,ярославль,175820,3501700
урал,32552-3013-79е5,2021,усть-кут,55872,6705000
faw,ca3250p66k24t1e5,2022,благовещенск,99999,4822000
howo,zz3407s3867е,2022,нижневартовск,87666,6189000
камаз,6520-53,2022,москва,200000,2850000
iveco,amt,2018,сургут,180000,3700000
камаз,6520-53,2020,казань,1,2503000
урал,4320-0911-40,2008,нижний новгород,85000,4275000
faw,ca3250p66k24t1e5,2022,благовещенск,30000,2635000
mercedes-benz,arocs,2021,хабаровск,30000,6180000
howo,zz3407s3867e,2022,уфа,1,2265000
shacman,sx331863366,2022,благовещенск,50000,2229000
камаз,6520-53(e5),2022,чернушка,100000,4560000
камаз,6520-53,2021,москва,100000,3800000
man,tgs,2017,сургут,100000,7805000
камаз,65222-53,2020,новосибирск,111374,3022383
howo,zz3327s3847e,2022,пермь,100000,4390000
газ,газель,2020,орск,1628,2365000
peugeot,boxer,2021,москва,102737,3631104
уаз,profi,2022,кемерово,34971,1541850
газ,газель,2022,москва,112863,2397000
jac,n,2022,москва,21911,3724782
mercedes-benz,vito,2018,кемерово,228786,3640320
уаз,pickup,2022,саратов,60320,1300000
газ,газель,2020,краснодар,102045,2089267
jac,n,2021,москва,14524,2227200
газ,соболь,2022,иркутск,36808,1534250
газ,газель,2022,москва,26787,3309000
газ,газель,2023,уфа,27948,2710426
уаз,pickup,2022,благовещенск,35459,1364580
газ,газель,2022,саранск,90173,2280960
ford,transit,2022,курск,16007,4108713
газ,газель,2021,санкт-петербург,89532,2600000
lada,largus,2022,москва,137742,1708800
great,wall,2022,сургут,27285,3136647
уаз,2206,2021,якутск,31215,909720
lada,largus,2022,москва,102271,1824000
газ,газель,2022,москва,76229,3681600
great,wall,2022,самара,97421,2156500
voyah,dreamer,2022,москва,77707,5433600
mitsubishi,l200,2022,сургут,97354,3063000
уаз,pickup,2023,сургут,39447,1414550
газ,соболь,2022,красноярск,31543,1748000
jac,t6,2022,сургут,116536,1740000
газ,газель,2020,москва,234031,2275000
газ,соболь,2023,астрахань,38301,1810000
газ,газель,2024,саратов,10192,3190000
уаз,pickup,2023,сургут,69256,1420000
вис,234900,2022,красноярск,28374,1205000
lada,largus,2022,красноярск,6622,1730000
mercedes-benz,v,2022,набережные челны,1631,15380000
ford,transit,2021,москва,173750,3905000
газ,газель,2023,москва,42906,3450000
kia,carnival,2022,нижний новгород,86325,4934000
ford,transit,2022,краснодар,129864,4650000
sollers,argo,2022,иркутск,29222,1852000
great,wall,2022,ульяновск,136666,2600000
газ,газель,2022,братск,12870,3600000
газ,соболь,2023,нижний новгород,57128,1570000
уаз,2206,2023,чита,3304,1330000
уаз,2206,2023,чита,4615,1330000
уаз,2206,2023,чита,9456,1310000
уаз,2206,2023,чита,5366,1324000
уаз,2206,2023,чита,8154,1314000
уаз,2206,2023,чита,3306,1330000
уаз,2206,2023,чита,6603,1300000
уаз,2206,2023,чита,5537,1300000
уаз,374195,2023,нерюнгри,16498,702000
газ,соболь,2023,екатеринбург,28329,1553000
газ,соболь,2022,комсомольск-на-амуре,57602,1259000
газ,газель,2022,ставрополь,30000,1591000
газ,газель,2023,уфа,92744,3308544
great,wall,2022,сыктывкар,52180,2226800
mitsubishi,l200,2022,сургут,16000,3660000
mitsubishi,l200,2021,хабаровск,50000,1837440
газ,газель,2020,усть-кут,100000,880000
уаз,3909,2021,хабаровск,10000,245480
газ,газель,2022,ставрополь,50794,4445000
great,wall,2023,ульяновск,84588,2880000
газ,газель,2022,ставрополь,72840,5170000
jac,n,2022,барнаул,70783,2540000
газ,газель,2023,сургут,43729,2522000
уаз,profi,2022,новосибирск,22130,1570350
газ,соболь,2022,новосибирск,24304,1482808
газ,газель,2018,москва,198908,5862000
газ,газель,2018,москва,219487,1645000
уаз,profi,2019,якутск,66029,1531000
great,wall,2021,уфа,97077,2534400
газ,газель,2023,санкт-петербург,6858,3158400
уаз,profi,2022,якутск,10153,1341024
great,wall,2023,новокузнецк,8019,3369033
газ,газель,2023,уфа,22778,4070400
уаз,pickup,2023,сургут,35937,1514000
газ,соболь,2022,красноярск,53443,1650000
газ,соболь,2022,мурманск,26312,1680000
газ,соболь,2022,мурманск,31166,1750000
уаз,2206,2023,санкт-петербург,17565,1160000
great,wall,2023,сургут,78424,2135000
газ,газель,2022,самара,41624,3300000
mitsubishi,l200,2023,иркутск,55957,3500000
уаз,3909,2022,красноярск,54719,1039000
газ,газель,2023,москва,71840,2070000
газ,газель,2022,нижний новгород,175000,3060000
газ,газель,2021,нижний новгород,153741,2200000
газ,газель,2023,сургут,66235,5130000
hyundai,h-1,2021,нижневартовск,152211,3320000
уаз,profi,2022,томск,64373,1700000
газ,газель,2023,уфа,229805,3250000
вис,234900,2022,барнаул,94316,1350000
sollers,argo,2023,барнаул,65277,2130000
уаз,pickup,2021,новый уренгой,206430,832105
газ,соболь,2023,уфа,44873,1480100
газ,соболь,2023,уфа,40636,1480100
газ,газель,2023,пермь,50000,2669000
газ,газель,2021,санкт-петербург,236796,1972800
уаз,pickup,2022,санкт-петербург,150000,1368000
газ,газель,2020,нижний новгород,123245,2617250
уаз,3909,2021,хабаровск,68000,731025
газ,соболь,2023,уфа,40778,1614000
газ,газель,2022,усть-кут,114050,3100000
great,wall,2022,иркутск,113938,2750000
газ,газель,2020,нижний новгород,169091,2481875
газ,газель,2020,нижний новгород,169091,2481875
mitsubishi,l200,2022,сургут,62037,3881280
citroen,jumpy,2022,пермь,71889,3572000
mitsubishi,l200,2022,сургут,66655,3840000
mitsubishi,l200,2022,сургут,87787,3120000
mitsubishi,l200,2022,сургут,114050,3302400
mitsubishi,l200,2022,сургут,18000,3744000
great,wall,2022,усинск,34644,2513000
mitsubishi,l200,2022,сургут,15000,4090000
уаз,pickup,2023,нижневартовск,91305,1102000
уаз,pickup,2022,чита,88685,1210300
газ,газель,2022,самара,190355,3646100
jac,t6,2022,сургут,126012,1700000
газ,газель,2021,казань,278392,3595000
уаз,3909,2022,иркутск,61949,1200000
уаз,3909,2022,иркутск,65749,1200000
газ,газель,2020,челябинск,152306,2500000
уаз,pickup,2023,хабаровск,10651,1570000
уаз,3909,2022,иркутск,57759,1063000
